model_id,description,tags,downloads,likes,language
allenai/OLMo-2-0425-1B-Instruct,text-generation,"transformers, safetensors, olmo2, text-generation, conversational, en, dataset:allenai/RLVR-MATH, arxiv:2501.00656, arxiv:2411.15124, base_model:allenai/OLMo-2-0425-1B-RLVR1, base_model:finetune:allenai/OLMo-2-0425-1B-RLVR1, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",144,20,unknown
unsloth/Phi-4-mini-reasoning-GGUF,text-generation,"transformers, gguf, phi3, text-generation, nlp, unsloth, math, code, phi, phi4, en, base_model:microsoft/Phi-4-mini-reasoning, base_model:quantized:microsoft/Phi-4-mini-reasoning, license:mit, autotrain_compatible, endpoints_compatible, region:us, conversational",3559,20,unknown
Qwen/Qwen3-32B-AWQ,text-generation,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, base_model:Qwen/Qwen3-32B, base_model:quantized:Qwen/Qwen3-32B, license:apache-2.0, autotrain_compatible, endpoints_compatible, 4-bit, awq, region:us",324,20,unknown
Qwen/QwQ-32B,text-generation,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071, arxiv:2412.15115, base_model:Qwen/Qwen2.5-32B, base_model:finetune:Qwen/Qwen2.5-32B, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",618328,2741,unknown
microsoft/MAI-DS-R1,text-generation,"transformers, safetensors, deepseek_v3, text-generation, conversational, custom_code, base_model:deepseek-ai/DeepSeek-R1, base_model:finetune:deepseek-ai/DeepSeek-R1, license:mit, autotrain_compatible, endpoints_compatible, region:us",9806,258,unknown
MYZY-AI/Muyan-TTS,text-to-speech,"safetensors, llama, text-to-speech, license:apache-2.0, region:us",78,19,unknown
meta-llama/Llama-Guard-4-12B,image-text-to-text,"transformers, safetensors, llama4, image-text-to-text, facebook, meta, pytorch, llama, safety, en, arxiv:2503.05731, arxiv:2407.21783, license:other, text-generation-inference, endpoints_compatible, region:us",2003,19,unknown
unsloth/Qwen3-235B-A22B-128K-GGUF,text-generation,"transformers, gguf, qwen3_moe, text-generation, qwen3, qwen, unsloth, en, arxiv:2309.00071, base_model:Qwen/Qwen3-235B-A22B, base_model:quantized:Qwen/Qwen3-235B-A22B, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us, conversational",237497,19,unknown
XiaomiMiMo/MiMo-7B-SFT,,"safetensors, mimo, custom_code, license:mit, region:us",518,19,unknown
JetBrains/Mellum-4b-sft-python,text-generation,"transformers, safetensors, llama, text-generation, code, dataset:bigcode/the-stack, dataset:bigcode/the-stack-v2, dataset:bigcode/starcoderdata, dataset:bigcode/commitpack, base_model:JetBrains/Mellum-4b-base, base_model:finetune:JetBrains/Mellum-4b-base, license:apache-2.0, model-index, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",111,19,unknown
BAAI/bge-m3,sentence-similarity,"sentence-transformers, pytorch, onnx, xlm-roberta, feature-extraction, sentence-similarity, arxiv:2402.03216, arxiv:2004.04906, arxiv:2106.14807, arxiv:2107.05720, arxiv:2004.12832, license:mit, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",3497933,2015,unknown
google/gemma-3-1b-it,text-generation,"transformers, safetensors, gemma3_text, text-generation, conversational, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-1b-pt, base_model:finetune:google/gemma-3-1b-pt, license:gemma, autotrain_compatible, endpoints_compatible, region:us",2419794,359,unknown
PleIAs/Pleias-RAG-1B,text-generation,"transformers, safetensors, llama, text-generation, en, fr, it, de, es, arxiv:2504.18225, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",535,39,unknown
Qwen/Qwen3-1.7B-Base,text-generation,"transformers, safetensors, qwen3, text-generation, conversational, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",2653,18,unknown
Qwen/Qwen3-4B-FP8,text-generation,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, base_model:Qwen/Qwen3-4B, base_model:quantized:Qwen/Qwen3-4B, license:apache-2.0, autotrain_compatible, endpoints_compatible, fp8, region:us",5090,18,unknown
kyutai/helium-1-2b,text-generation,"transformers, safetensors, llama, text-generation, bg, cs, da, de, el, en, es, et, fi, fr, ga, hr, hu, it, lt, lv, mt, nl, pl, pt, ro, sk, sl, sv, license:cc-by-sa-4.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",138,18,unknown
mistralai/Mistral-7B-v0.1,text-generation,"transformers, pytorch, safetensors, mistral, text-generation, pretrained, en, arxiv:2310.06825, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",569754,3770,unknown
naver-hyperclovax/HyperCLOVAX-SEED-Text-Instruct-1.5B,,"safetensors, llama, license:other, region:us",8157,79,unknown
Qwen/Qwen3-14B-Base,text-generation,"transformers, safetensors, qwen3, text-generation, conversational, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",2141,17,unknown
Qwen/Qwen3-14B-FP8,text-generation,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, base_model:Qwen/Qwen3-14B, base_model:quantized:Qwen/Qwen3-14B, license:apache-2.0, autotrain_compatible, endpoints_compatible, fp8, region:us",6170,17,unknown
JetBrains/Mellum-4b-sft-python-gguf,,"transformers, gguf, code, dataset:bigcode/the-stack, dataset:bigcode/the-stack-v2, dataset:bigcode/starcoderdata, dataset:bigcode/commitpack, base_model:JetBrains/Mellum-4b-sft-python, base_model:quantized:JetBrains/Mellum-4b-sft-python, license:apache-2.0, endpoints_compatible, region:us",238,17,unknown
Lightricks/LTX-Video,text-to-video,"diffusers, safetensors, ltx-video, image-to-video, text-to-video, en, license:other, diffusers:LTXPipeline, region:us",164526,1180,unknown
Qwen/Qwen2.5-Coder-32B-Instruct,text-generation,"transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen, qwen-coder, conversational, en, arxiv:2409.12186, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-Coder-32B, base_model:finetune:Qwen/Qwen2.5-Coder-32B, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",229748,1815,unknown
google/gemma-3-4b-it,image-text-to-text,"transformers, safetensors, gemma3, image-text-to-text, conversational, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-4b-pt, base_model:finetune:google/gemma-3-4b-pt, license:gemma, text-generation-inference, endpoints_compatible, region:us",619072,487,unknown
THUDM/GLM-4-9B-0414,text-generation,"transformers, safetensors, glm4, text-generation, conversational, zh, en, license:mit, autotrain_compatible, endpoints_compatible, region:us",17914,61,unknown
TencentBAC/Conan-embedding-v2,sentence-similarity,"sentence-transformers, mteb, transformers, sentence-similarity, en, zh, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",0,66,unknown
cognitivecomputations/Dolphin-Mistral-24B-Venice-Edition,,"safetensors, mistral, base_model:mistralai/Mistral-Small-24B-Instruct-2501, base_model:finetune:mistralai/Mistral-Small-24B-Instruct-2501, license:apache-2.0, region:us",446,16,unknown
mistralai/Mistral-7B-Instruct-v0.3,text-generation,"transformers, safetensors, mistral, text-generation, conversational, base_model:mistralai/Mistral-7B-v0.3, base_model:finetune:mistralai/Mistral-7B-v0.3, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",732752,1662,unknown
meta-llama/Llama-3.1-8B,text-generation,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, license:llama3.1, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",1124188,1590,unknown
jinaai/jina-embeddings-v3,feature-extraction,"transformers, pytorch, onnx, safetensors, feature-extraction, sentence-similarity, mteb, sentence-transformers, custom_code, multilingual, af, am, ar, as, az, be, bg, bn, br, bs, ca, cs, cy, da, de, el, en, eo, es, et, eu, fa, fi, fr, fy, ga, gd, gl, gu, ha, he, hi, hr, hu, hy, id, is, it, ja, jv, ka, kk, km, kn, ko, ku, ky, la, lo, lt, lv, mg, mk, ml, mn, mr, ms, my, ne, nl, no, om, or, pa, pl, ps, pt, ro, ru, sa, sd, si, sk, sl, so, sq, sr, su, sv, sw, ta, te, th, tl, tr, ug, uk, ur, uz, vi, xh, yi, zh, arxiv:2409.10173, license:cc-by-nc-4.0, model-index, region:eu",3950001,923,unknown
microsoft/phi-4,text-generation,"transformers, safetensors, phi3, text-generation, phi, nlp, math, code, chat, conversational, en, arxiv:2412.08905, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",443949,2023,unknown
Wan-AI/Wan2.1-T2V-14B,text-to-video,"diffusers, safetensors, t2v, video generation, text-to-video, en, zh, license:apache-2.0, region:us",43364,1246,unknown
THUDM/GLM-Z1-32B-0414,text-generation,"transformers, safetensors, glm4, text-generation, conversational, zh, en, arxiv:2406.12793, license:mit, autotrain_compatible, endpoints_compatible, region:us",4182,153,unknown
Tesslate/UIGEN-T2-7B,text-generation,"transformers, safetensors, qwen2, text-generation, text-generation-inference, ui-generation, peft, lora, tailwind-css, html, conversational, en, base_model:Qwen/Qwen2.5-Coder-7B-Instruct, base_model:adapter:Qwen/Qwen2.5-Coder-7B-Instruct, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",154,15,unknown
qingy2024/Qwen3-0.6B,,"safetensors, qwen3, region:us",101,15,unknown
bartowski/Qwen_Qwen3-8B-GGUF,text-generation,"gguf, text-generation, base_model:Qwen/Qwen3-8B, base_model:quantized:Qwen/Qwen3-8B, license:apache-2.0, endpoints_compatible, region:us, conversational",10039,15,unknown
lmstudio-community/Qwen3-30B-A3B-MLX-4bit,text-generation,"mlx, safetensors, qwen3_moe, text-generation, conversational, base_model:Qwen/Qwen3-30B-A3B, base_model:quantized:Qwen/Qwen3-30B-A3B, license:apache-2.0, 4-bit, region:us",2562,15,unknown
coqui/XTTS-v2,text-to-speech,"coqui, text-to-speech, license:other, region:us",1572637,2635,unknown
tencent/HunyuanVideo,text-to-video,"text-to-video, arxiv:2412.03603, arxiv:2405.07719, license:other, region:us",2247,1845,unknown
deepseek-ai/DeepSeek-V3,text-generation,"transformers, safetensors, deepseek_v3, text-generation, conversational, custom_code, arxiv:2412.19437, autotrain_compatible, endpoints_compatible, fp8, region:us",698199,3831,unknown
google/gemma-3-12b-it-qat-q4_0-gguf,image-text-to-text,"gguf, gemma, gemma3, image-text-to-text, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-12b-it, base_model:quantized:google/gemma-3-12b-it, license:gemma, endpoints_compatible, region:us, conversational",56721,121,unknown
lllyasviel/FramePackI2V_HY,,"diffusers, safetensors, region:us",335945,101,unknown
lmstudio-community/Qwen3-30B-A3B-GGUF,text-generation,"gguf, text-generation, base_model:Qwen/Qwen3-30B-A3B, base_model:quantized:Qwen/Qwen3-30B-A3B, license:apache-2.0, endpoints_compatible, region:us, conversational",43047,14,unknown
openai-community/gpt2,text-generation,"transformers, pytorch, tf, jax, tflite, rust, onnx, safetensors, gpt2, text-generation, exbert, en, doi:10.57967/hf/0039, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",11940450,2704,unknown
meta-llama/Llama-3.2-1B-Instruct,text-generation,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, arxiv:2405.16406, license:llama3.2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",2616032,908,unknown
stabilityai/stable-diffusion-3.5-medium,text-to-image,"diffusers, safetensors, text-to-image, stable-diffusion, en, arxiv:2403.03206, license:other, diffusers:StableDiffusion3Pipeline, region:us",430188,697,unknown
Comfy-Org/Wan_2.1_ComfyUI_repackaged,,region:us,0,484,unknown
unsloth/Mistral-Small-3.1-24B-Instruct-2503-GGUF,,"vllm, gguf, mistral3, en, fr, de, es, pt, it, ja, ko, ru, zh, ar, fa, id, ms, ne, pl, ro, sr, sv, tr, uk, vi, hi, bn, base_model:mistralai/Mistral-Small-3.1-24B-Instruct-2503, base_model:quantized:mistralai/Mistral-Small-3.1-24B-Instruct-2503, license:apache-2.0, region:us",15638,41,unknown
agentica-org/DeepCoder-14B-Preview,text-generation,"transformers, safetensors, qwen2, text-generation, conversational, en, dataset:PrimeIntellect/verifiable-coding-problems, dataset:likaixin/TACO-verified, dataset:livecodebench/code_generation_lite, base_model:deepseek-ai/DeepSeek-R1-Distill-Qwen-14B, base_model:finetune:deepseek-ai/DeepSeek-R1-Distill-Qwen-14B, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",47113,620,unknown
OpenGVLab/InternVL3-78B,image-text-to-text,"transformers, safetensors, internvl_chat, feature-extraction, internvl, custom_code, image-text-to-text, conversational, multilingual, dataset:OpenGVLab/MMPR-v1.2, arxiv:2312.14238, arxiv:2404.16821, arxiv:2412.05271, arxiv:2411.10442, arxiv:2504.10479, arxiv:2412.09616, base_model:OpenGVLab/InternVL3-78B-Instruct, base_model:finetune:OpenGVLab/InternVL3-78B-Instruct, license:other, region:us",96343,147,unknown
Comfy-Org/HiDream-I1_ComfyUI,,region:us,0,105,unknown
ibm-ai-platform/Bamba-9B-v2,text-generation,"transformers, safetensors, bamba, text-generation, dataset:allenai/dolma, dataset:allenai/olmo-mix-1124, dataset:allenai/dolmino-mix-1124, dataset:HuggingFaceTB/smollm-corpus, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",153,13,unknown
bartowski/Qwen_Qwen3-14B-GGUF,text-generation,"gguf, text-generation, base_model:Qwen/Qwen3-14B, base_model:quantized:Qwen/Qwen3-14B, endpoints_compatible, region:us, conversational",25714,13,unknown
bartowski/Qwen_Qwen3-0.6B-GGUF,text-generation,"gguf, text-generation, base_model:Qwen/Qwen3-0.6B, base_model:quantized:Qwen/Qwen3-0.6B, endpoints_compatible, region:us, conversational",6556,13,unknown
google-bert/bert-base-uncased,fill-mask,"transformers, pytorch, tf, jax, rust, coreml, onnx, safetensors, bert, fill-mask, exbert, en, dataset:bookcorpus, dataset:wikipedia, arxiv:1810.04805, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",63953498,2252,unknown
Falconsai/nsfw_image_detection,image-classification,"transformers, pytorch, safetensors, vit, image-classification, arxiv:2010.11929, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",80739132,596,unknown
pyannote/speaker-diarization-3.1,automatic-speech-recognition,"pyannote-audio, pyannote, pyannote-audio-pipeline, audio, voice, speech, speaker, speaker-diarization, speaker-change-detection, voice-activity-detection, overlapped-speech-detection, automatic-speech-recognition, arxiv:2111.14448, arxiv:2012.01477, license:mit, endpoints_compatible, region:us",11062910,833,unknown
stable-diffusion-v1-5/stable-diffusion-v1-5,text-to-image,"diffusers, safetensors, stable-diffusion, stable-diffusion-diffusers, text-to-image, arxiv:2207.12598, arxiv:2112.10752, arxiv:2103.00020, arxiv:2205.11487, arxiv:1910.09700, license:creativeml-openrail-m, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us",3681834,525,unknown
meta-llama/Llama-3.2-1B,text-generation,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, arxiv:2405.16406, license:llama3.2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",2091552,1875,unknown
deepseek-ai/Janus-Pro-7B,any-to-any,"transformers, pytorch, multi_modality, muiltimodal, text-to-image, unified-model, any-to-any, arxiv:2501.17811, license:mit, endpoints_compatible, region:us",98074,3363,unknown
